iso_code,country,date,owid_weekly_excess_mortality_p_score
FRA,France,2020-08-09,4.72
FRA,France,2020-08-16,17.3
FRA,France,2020-08-23,1.76
FRA,France,2020-08-30,2.03
FRA,France,2020-09-06,5.23
FRA,France,2020-09-13,8.0
FRA,France,2020-09-20,10.73
FRA,France,2020-09-27,2.01
FRA,France,2020-10-04,8.65
FRA,France,2020-10-11,5.8
FRA,France,2020-10-18,10.34
FRA,France,2020-10-25,22.46
FRA,France,2020-11-01,30.56
FRA,France,2020-11-08,38.04
FRA,France,2020-11-15,36.68
FRA,France,2020-11-22,31.08
FRA,France,2020-11-29,27.05
FRA,France,2020-12-06,24.19
FRA,France,2020-12-13,20.93
FRA,France,2020-12-20,14.07
FRA,France,2020-12-27,8.63
FRA,France,2021-01-03,12.85
FRA,France,2021-01-10,7.51
FRA,France,2021-01-17,5.35
FRA,France,2021-01-24,7.4
GBR,United Kingdom,2020-01-05,34.0
GBR,United Kingdom,2020-01-12,7.0
GBR,United Kingdom,2020-01-19,-4.0
GBR,United Kingdom,2020-01-26,-9.0
GBR,United Kingdom,2020-02-02,-8.0
GBR,United Kingdom,2020-02-09,-8.0
GBR,United Kingdom,2020-02-16,-8.0
GBR,United Kingdom,2020-02-23,-7.0
GBR,United Kingdom,2020-03-01,-6.0
GBR,United Kingdom,2020-03-08,-3.0
GBR,United Kingdom,2020-03-15,-3.0
GBR,United Kingdom,2020-03-22,-4.0
GBR,United Kingdom,2020-03-29,4.0
GBR,United Kingdom,2020-04-05,66.0
GBR,United Kingdom,2020-04-12,76.0
GBR,United Kingdom,2020-04-19,103.0
GBR,United Kingdom,2020-04-26,108.0
GBR,United Kingdom,2020-05-03,71.0
GBR,United Kingdom,2020-05-10,32.0
GBR,United Kingdom,2020-05-17,46.0
GBR,United Kingdom,2020-05-24,21.0
GBR,United Kingdom,2020-05-31,4.0
GBR,United Kingdom,2020-06-07,22.0
GBR,United Kingdom,2020-06-14,2.0
GRC,Greece,2020-01-05,-2.73
GRC,Greece,2020-01-12,-1.65
GRC,Greece,2020-01-19,0.91
GRC,Greece,2020-01-26,-0.45
GRC,Greece,2020-02-02,7.27
GRC,Greece,2020-02-09,6.34
GRC,Greece,2020-02-16,9.71
GRC,Greece,2020-02-23,-0.19
GRC,Greece,2020-03-01,2.65
GRC,Greece,2020-03-08,8.99
GRC,Greece,2020-03-15,8.26
GRC,Greece,2020-03-22,8.8
GRC,Greece,2020-03-29,5.94
GRC,Greece,2020-04-05,4.51
GRC,Greece,2020-04-12,2.13
GRC,Greece,2020-04-19,0.69
GRC,Greece,2020-04-26,-1.91
GRC,Greece,2020-05-03,1.4
GRC,Greece,2020-05-10,-1.88
GRC,Greece,2020-05-17,15.95
GRC,Greece,2020-05-24,12.63
GRC,Greece,2020-05-31,-12.06
GRC,Greece,2020-06-07,-3.48
GRC,Greece,2020-06-14,-2.22
GRC,Greece,2020-06-21,-1.34
GRC,Greece,2020-06-28,-8.3
GRC,Greece,2020-07-05,13.24
GRC,Greece,2020-07-12,2.15
GRC,Greece,2020-07-19,0.09
GRC,Greece,2020-07-26,-0.22
GRC,Greece,2020-08-02,17.39
GRC,Greece,2020-08-09,5.15
GRC,Greece,2020-08-16,4.55
GRC,Greece,2020-08-23,9.5
GRC,Greece,2020-08-30,6.6
GRC,Greece,2020-09-06,11.1
GRC,Greece,2020-09-13,10.68
GRC,Greece,2020-09-20,12.78
GRC,Greece,2020-09-27,7.71
GRC,Greece,2020-10-04,4.72
GRC,Greece,2020-10-11,3.63
GRC,Greece,2020-10-18,-0.96
GRC,Greece,2020-10-25,1.36
GRC,Greece,2020-11-01,7.89
GRC,Greece,2020-11-08,10.81
GRC,Greece,2020-11-15,22.13
GRC,Greece,2020-11-22,33.94
GRC,Greece,2020-11-29,39.38
GRC,Greece,2020-12-06,37.13
HRV,Croatia,2020-01-05,-16.21
HRV,Croatia,2020-01-12,-16.16
HRV,Croatia,2020-01-19,-19.01
HRV,Croatia,2020-01-26,-8.27
HRV,Croatia,2020-02-02,-8.45
HRV,Croatia,2020-02-09,-8.81
HRV,Croatia,2020-02-16,-4.32
HRV,Croatia,2020-02-23,-6.27
HRV,Croatia,2020-03-01,-8.61
HRV,Croatia,2020-03-08,-6.4
HRV,Croatia,2020-03-15,-0.82
HRV,Croatia,2020-03-22,2.91
HRV,Croatia,2020-03-29,8.13
HRV,Croatia,2020-04-05,-3.57
HRV,Croatia,2020-04-12,0.32
HRV,Croatia,2020-04-19,1.27
HRV,Croatia,2020-04-26,-14.35
HRV,Croatia,2020-05-03,-6.15
HRV,Croatia,2020-05-10,-7.51
HRV,Croatia,2020-05-17,-3.53
HRV,Croatia,2020-05-24,-4.46
HRV,Croatia,2020-05-31,-8.61
HRV,Croatia,2020-06-07,2.46
HRV,Croatia,2020-06-14,4.17
HRV,Croatia,2020-06-21,-3.65
HRV,Croatia,2020-06-28,2.13
HRV,Croatia,2020-07-05,1.83
HRV,Croatia,2020-07-12,-3.31
HRV,Croatia,2020-07-19,-7.35
HRV,Croatia,2020-07-26,-1.24
HRV,Croatia,2020-08-02,10.36
HRV,Croatia,2020-08-09,-0.17
HRV,Croatia,2020-08-16,-1.2
HRV,Croatia,2020-08-23,2.08
HRV,Croatia,2020-08-30,6.12
HRV,Croatia,2020-09-06,5.14
HRV,Croatia,2020-09-13,11.65
HRV,Croatia,2020-09-20,4.47
HRV,Croatia,2020-09-27,2.01
HRV,Croatia,2020-10-04,10.59
HRV,Croatia,2020-10-11,-0.7
HRV,Croatia,2020-10-18,15.67
HRV,Croatia,2020-10-25,18.29
HRV,Croatia,2020-11-01,20.38
HRV,Croatia,2020-11-08,31.92
HRV,Croatia,2020-11-15,37.82
HRV,Croatia,2020-11-22,55.09
HRV,Croatia,2020-11-29,51.52
HRV,Croatia,2020-12-06,67.75
HRV,Croatia,2020-12-13,67.91
HRV,Croatia,2020-12-20,65.24
HRV,Croatia,2020-12-27,43.48
HUN,Hungary,2020-01-05,-9.58
HUN,Hungary,2020-01-12,-11.39
HUN,Hungary,2020-01-19,-11.71
HUN,Hungary,2020-01-26,-9.83
HUN,Hungary,2020-02-02,-8.38
HUN,Hungary,2020-02-09,-14.12
HUN,Hungary,2020-02-16,-7.82
HUN,Hungary,2020-02-23,-12.51
HUN,Hungary,2020-03-01,-3.86
HUN,Hungary,2020-03-08,-7.36
HUN,Hungary,2020-03-15,-4.88
HUN,Hungary,2020-03-22,6.29
HUN,Hungary,2020-03-29,-0.02
HUN,Hungary,2020-04-05,0.57
HUN,Hungary,2020-04-12,3.79
HUN,Hungary,2020-04-19,3.24
HUN,Hungary,2020-04-26,-3.32
HUN,Hungary,2020-05-03,-4.94
HUN,Hungary,2020-05-10,-1.02
HUN,Hungary,2020-05-17,3.18
HUN,Hungary,2020-05-24,-7.24
HUN,Hungary,2020-05-31,-4.14
HUN,Hungary,2020-06-07,5.96
HUN,Hungary,2020-06-14,-0.17
HUN,Hungary,2020-06-21,-7.96
HUN,Hungary,2020-06-28,3.13
HUN,Hungary,2020-07-05,4.28
HUN,Hungary,2020-07-12,-4.73
HUN,Hungary,2020-07-19,-7.38
HUN,Hungary,2020-07-26,-9.6
HUN,Hungary,2020-08-02,2.1
HUN,Hungary,2020-08-09,1.19
HUN,Hungary,2020-08-16,-1.8
HUN,Hungary,2020-08-23,1.36
HUN,Hungary,2020-08-30,-3.91
HUN,Hungary,2020-09-06,-0.16
HUN,Hungary,2020-09-13,2.62
HUN,Hungary,2020-09-20,6.69
HUN,Hungary,2020-09-27,4.4
HUN,Hungary,2020-10-04,6.6
HUN,Hungary,2020-10-11,4.49
HUN,Hungary,2020-10-18,13.23
HUN,Hungary,2020-10-25,23.53
HUN,Hungary,2020-11-01,32.89
HUN,Hungary,2020-11-08,47.11
HUN,Hungary,2020-11-15,63.89
HUN,Hungary,2020-11-22,57.16
HUN,Hungary,2020-11-29,60.91
HUN,Hungary,2020-12-06,56.13
HUN,Hungary,2020-12-13,52.59
HUN,Hungary,2020-12-20,35.57
HUN,Hungary,2020-12-27,33.39
HUN,Hungary,2021-01-03,22.34
HUN,Hungary,2021-01-10,2.9
ISL,Iceland,2020-01-05,24.45
ISL,Iceland,2020-01-12,15.06
ISL,Iceland,2020-01-19,17.12
ISL,Iceland,2020-01-26,23.32
ISL,Iceland,2020-02-02,-14.47
ISL,Iceland,2020-02-09,-1.67
ISL,Iceland,2020-02-16,3.81
ISL,Iceland,2020-02-23,3.9
ISL,Iceland,2020-03-01,-1.38
ISL,Iceland,2020-03-08,10.36
ISL,Iceland,2020-03-15,-7.08
ISL,Iceland,2020-03-22,-6.25
ISL,Iceland,2020-03-29,-11.02
ISL,Iceland,2020-04-05,15.21
ISL,Iceland,2020-04-12,10.36
ISL,Iceland,2020-04-19,23.46
ISL,Iceland,2020-04-26,-21.17
ISL,Iceland,2020-05-03,9.45
ISL,Iceland,2020-05-10,-11.06
ISL,Iceland,2020-05-17,-2.84
ISL,Iceland,2020-05-24,14.68
ISL,Iceland,2020-05-31,17.37
ISL,Iceland,2020-06-07,-24.44
ISL,Iceland,2020-06-14,1.01
ISL,Iceland,2020-06-21,-17.11
ISL,Iceland,2020-06-28,-27.66
ISL,Iceland,2020-07-05,-18.6
ISL,Iceland,2020-07-12,20.42
ISL,Iceland,2020-07-19,7.14
ISL,Iceland,2020-07-26,-22.22
ISL,Iceland,2020-08-02,-2.78
ISL,Iceland,2020-08-09,-4.64
ISL,Iceland,2020-08-16,10.26
ISL,Iceland,2020-08-23,-22.02
ISL,Iceland,2020-08-30,-21.79
ISL,Iceland,2020-09-06,40.31
ISL,Iceland,2020-09-13,-5.66
ISL,Iceland,2020-09-20,10.58
ISL,Iceland,2020-09-27,-26.0
ISL,Iceland,2020-10-04,-10.38
ISL,Iceland,2020-10-11,22.64
ISL,Iceland,2020-10-18,11.37
ISL,Iceland,2020-10-25,8.7
ISL,Iceland,2020-11-01,32.85
ISL,Iceland,2020-11-08,30.21
ISL,Iceland,2020-11-15,14.89
ISL,Iceland,2020-11-22,1.81
ISL,Iceland,2020-11-29,-20.45
ISL,Iceland,2020-12-06,-6.7
ISL,Iceland,2020-12-13,9.0
ISL,Iceland,2020-12-20,-1.83
ISL,Iceland,2020-12-27,23.81
ISL,Iceland,2021-01-03,-28.57
ISR,Israel,2020-01-05,7.89
ISR,Israel,2020-01-12,-4.19
ISR,Israel,2020-01-19,6.37
ISR,Israel,2020-01-26,-4.56
ISR,Israel,2020-02-02,-6.14
ISR,Israel,2020-02-09,-10.27
ISR,Israel,2020-02-16,-2.39
ISR,Israel,2020-02-23,0.47
ISR,Israel,2020-03-01,-6.02
ISR,Israel,2020-03-08,-1.06
ISR,Israel,2020-03-15,4.66
ISR,Israel,2020-03-22,3.36
ISR,Israel,2020-03-29,10.35
ISR,Israel,2020-04-05,18.44
ISR,Israel,2020-04-12,4.93
ISR,Israel,2020-04-19,12.42
ISR,Israel,2020-04-26,5.61
ISR,Israel,2020-05-03,1.86
ISR,Israel,2020-05-10,4.87
ISR,Israel,2020-05-17,5.72
ISR,Israel,2020-05-24,20.31
ISR,Israel,2020-05-31,6.22
ISR,Israel,2020-06-07,4.49
ISR,Israel,2020-06-14,4.25
ISR,Israel,2020-06-21,3.69
ISR,Israel,2020-06-28,2.69
ISR,Israel,2020-07-05,1.04
ISR,Israel,2020-07-12,10.23
ISR,Israel,2020-07-19,10.41
ISR,Israel,2020-07-26,3.16
ISR,Israel,2020-08-02,22.42
ISR,Israel,2020-08-09,9.59
ISR,Israel,2020-08-16,23.01
ISR,Israel,2020-08-23,17.36
ISR,Israel,2020-08-30,15.52
ISR,Israel,2020-09-06,16.19
ISR,Israel,2020-09-13,26.21
ISR,Israel,2020-09-20,30.05
ISR,Israel,2020-09-27,31.44
ISR,Israel,2020-10-04,28.53
ISR,Israel,2020-10-11,38.97
ISR,Israel,2020-10-18,31.02
ISR,Israel,2020-10-25,27.96
ISR,Israel,2020-11-01,11.26
ISR,Israel,2020-11-08,7.89
ISR,Israel,2020-11-15,-4.93
ISR,Israel,2020-11-22,10.58
ISR,Israel,2020-11-29,3.16
ISR,Israel,2020-12-06,6.35
ISR,Israel,2020-12-13,1.91
ISR,Israel,2020-12-20,5.74
ISR,Israel,2020-12-27,2.44
ISR,Israel,2021-01-03,13.53
ISR,Israel,2021-01-10,15.61
ISR,Israel,2021-01-17,12.98
ISR,Israel,2021-01-24,15.56
ITA,Italy,2020-01-05,-12.75
ITA,Italy,2020-01-12,-11.27
ITA,Italy,2020-01-19,-9.59
ITA,Italy,2020-01-26,-6.99
ITA,Italy,2020-02-02,-6.84
ITA,Italy,2020-02-09,-6.37
ITA,Italy,2020-02-16,-4.5
ITA,Italy,2020-02-23,-5.27
ITA,Italy,2020-03-01,-1.61
ITA,Italy,2020-03-08,7.96
ITA,Italy,2020-03-15,37.62
ITA,Italy,2020-03-22,72.03
ITA,Italy,2020-03-29,84.64
ITA,Italy,2020-04-05,68.06
ITA,Italy,2020-04-12,55.08
ITA,Italy,2020-04-19,39.33
ITA,Italy,2020-04-26,24.45
ITA,Italy,2020-05-03,12.91
ITA,Italy,2020-05-10,8.09
ITA,Italy,2020-05-17,5.76
ITA,Italy,2020-05-24,0.08
ITA,Italy,2020-05-31,-1.98
ITA,Italy,2020-06-07,-2.85
ITA,Italy,2020-06-14,-5.91
ITA,Italy,2020-06-21,-1.07
ITA,Italy,2020-06-28,6.72
ITA,Italy,2020-07-05,7.0
ITA,Italy,2020-07-12,-2.83
ITA,Italy,2020-07-19,-5.81
ITA,Italy,2020-07-26,-5.03
ITA,Italy,2020-08-02,7.09
ITA,Italy,2020-08-09,-1.14
ITA,Italy,2020-08-16,8.62
ITA,Italy,2020-08-23,8.0
ITA,Italy,2020-08-30,7.03
ITA,Italy,2020-09-06,4.21
ITA,Italy,2020-09-13,6.96
ITA,Italy,2020-09-20,7.41
ITA,Italy,2020-09-27,0.91
ITA,Italy,2020-10-04,6.11
ITA,Italy,2020-10-11,3.17
ITA,Italy,2020-10-18,8.38
ITA,Italy,2020-10-25,21.74
ITA,Italy,2020-11-01,33.77
ITA,Italy,2020-11-08,44.13
ITA,Italy,2020-11-15,52.13
ITA,Italy,2020-11-22,52.59
ITA,Italy,2020-11-29,52.22
ITA,Italy,2020-12-06,39.88
KOR,"Korea, Rep.",2020-01-05,5.57
KOR,"Korea, Rep.",2020-01-12,2.96
KOR,"Korea, Rep.",2020-01-19,4.84
KOR,"Korea, Rep.",2020-01-26,7.69
KOR,"Korea, Rep.",2020-02-02,6.76
KOR,"Korea, Rep.",2020-02-09,9.67
KOR,"Korea, Rep.",2020-02-16,5.0
KOR,"Korea, Rep.",2020-02-23,0.94
KOR,"Korea, Rep.",2020-03-01,2.27
KOR,"Korea, Rep.",2020-03-08,2.57
KOR,"Korea, Rep.",2020-03-15,3.51
KOR,"Korea, Rep.",2020-03-22,3.91
KOR,"Korea, Rep.",2020-03-29,1.84
KOR,"Korea, Rep.",2020-04-05,0.49
KOR,"Korea, Rep.",2020-04-12,7.57
KOR,"Korea, Rep.",2020-04-19,3.97
KOR,"Korea, Rep.",2020-04-26,3.66
KOR,"Korea, Rep.",2020-05-03,9.1
KOR,"Korea, Rep.",2020-05-10,3.08
KOR,"Korea, Rep.",2020-05-17,0.96
KOR,"Korea, Rep.",2020-05-24,4.16
KOR,"Korea, Rep.",2020-05-31,1.12
KOR,"Korea, Rep.",2020-06-07,8.46
KOR,"Korea, Rep.",2020-06-14,7.82
KOR,"Korea, Rep.",2020-06-21,5.0
KOR,"Korea, Rep.",2020-06-28,6.09
KOR,"Korea, Rep.",2020-07-05,6.12
KOR,"Korea, Rep.",2020-07-12,2.78
KOR,"Korea, Rep.",2020-07-19,7.54
KOR,"Korea, Rep.",2020-07-26,6.58
KOR,"Korea, Rep.",2020-08-02,4.04
KOR,"Korea, Rep.",2020-08-09,2.92
KOR,"Korea, Rep.",2020-08-16,11.09
KOR,"Korea, Rep.",2020-08-23,15.29
KOR,"Korea, Rep.",2020-08-30,12.77
KOR,"Korea, Rep.",2020-09-06,6.95
KOR,"Korea, Rep.",2020-09-13,7.81
KOR,"Korea, Rep.",2020-09-20,9.19
KOR,"Korea, Rep.",2020-09-27,7.75
KOR,"Korea, Rep.",2020-10-04,5.67
KOR,"Korea, Rep.",2020-10-11,9.08
KOR,"Korea, Rep.",2020-10-18,5.14
KOR,"Korea, Rep.",2020-10-25,8.18
KOR,"Korea, Rep.",2020-11-01,8.42
KOR,"Korea, Rep.",2020-11-08,7.25
KOR,"Korea, Rep.",2020-11-15,6.86
KOR,"Korea, Rep.",2020-11-22,4.77
KOR,"Korea, Rep.",2020-11-29,0.48
KOR,"Korea, Rep.",2020-12-06,4.24
LTU,Lithuania,2020-01-05,-6.37
LTU,Lithuania,2020-01-12,-8.42
LTU,Lithuania,2020-01-19,-14.46
LTU,Lithuania,2020-01-26,-13.96
LTU,Lithuania,2020-02-02,-16.41
LTU,Lithuania,2020-02-09,-15.07
LTU,Lithuania,2020-02-16,-7.67
LTU,Lithuania,2020-02-23,-21.11
LTU,Lithuania,2020-03-01,-6.78
LTU,Lithuania,2020-03-08,-8.13
LTU,Lithuania,2020-03-15,-5.66
LTU,Lithuania,2020-03-22,-0.3
LTU,Lithuania,2020-03-29,3.64
LTU,Lithuania,2020-04-05,-2.71
LTU,Lithuania,2020-04-12,1.65
LTU,Lithuania,2020-04-19,-0.28
LTU,Lithuania,2020-04-26,2.86
LTU,Lithuania,2020-05-03,2.67
LTU,Lithuania,2020-05-10,-6.0
LTU,Lithuania,2020-05-17,-0.57
LTU,Lithuania,2020-05-24,-7.91
LTU,Lithuania,2020-05-31,-0.72
LTU,Lithuania,2020-06-07,-1.08
LTU,Lithuania,2020-06-14,14.95
LTU,Lithuania,2020-06-21,6.92
LTU,Lithuania,2020-06-28,10.84
LTU,Lithuania,2020-07-05,-1.23
LTU,Lithuania,2020-07-12,-0.28
LTU,Lithuania,2020-07-19,7.86
LTU,Lithuania,2020-07-26,0.68
LTU,Lithuania,2020-08-02,2.38
LTU,Lithuania,2020-08-09,0.97
LTU,Lithuania,2020-08-16,6.54
LTU,Lithuania,2020-08-23,12.82
LTU,Lithuania,2020-08-30,1.0
LTU,Lithuania,2020-09-06,-1.86
LTU,Lithuania,2020-09-13,9.46
LTU,Lithuania,2020-09-20,2.07
LTU,Lithuania,2020-09-27,8.32
LTU,Lithuania,2020-10-04,-0.92
LTU,Lithuania,2020-10-11,5.38
LTU,Lithuania,2020-10-18,6.07
LTU,Lithuania,2020-10-25,8.35
LTU,Lithuania,2020-11-01,-2.66
LTU,Lithuania,2020-11-08,17.87
LTU,Lithuania,2020-11-15,25.97
LTU,Lithuania,2020-11-22,45.77
LTU,Lithuania,2020-11-29,45.77
LTU,Lithuania,2020-12-06,59.27
LTU,Lithuania,2020-12-13,60.85
LTU,Lithuania,2020-12-20,73.52
LTU,Lithuania,2020-12-27,67.19
LTU,Lithuania,2021-01-03,49.32
LTU,Lithuania,2021-01-10,36.62
LTU,Lithuania,2021-01-17,34.39
LTU,Lithuania,2021-01-24,17.61
LTU,Lithuania,2021-01-31,18.85
LUX,Luxembourg,2020-01-05,-27.42
LUX,Luxembourg,2020-01-12,-8.03
LUX,Luxembourg,2020-01-19,2.97
LUX,Luxembourg,2020-01-26,-2.47
LUX,Luxembourg,2020-02-02,-9.47
LUX,Luxembourg,2020-02-09,-7.22
LUX,Luxembourg,2020-02-16,-29.01
LUX,Luxembourg,2020-02-23,-5.97
LUX,Luxembourg,2020-03-01,-15.53
LUX,Luxembourg,2020-03-08,-10.78
LUX,Luxembourg,2020-03-15,11.52
LUX,Luxembourg,2020-03-22,3.49
LUX,Luxembourg,2020-03-29,29.93
LUX,Luxembourg,2020-04-05,7.66
LUX,Luxembourg,2020-04-12,62.01
LUX,Luxembourg,2020-04-19,12.66
LUX,Luxembourg,2020-04-26,13.21
LUX,Luxembourg,2020-05-03,-3.9
LUX,Luxembourg,2020-05-10,26.42
LUX,Luxembourg,2020-05-17,7.84
LUX,Luxembourg,2020-05-24,2.09
LUX,Luxembourg,2020-05-31,14.16
LUX,Luxembourg,2020-06-07,-1.08
LUX,Luxembourg,2020-06-14,-7.51
LUX,Luxembourg,2020-06-21,17.12
LUX,Luxembourg,2020-06-28,-1.16
LUX,Luxembourg,2020-07-05,-5.59
LUX,Luxembourg,2020-07-12,-9.2
LUX,Luxembourg,2020-07-19,-0.28
LUX,Luxembourg,2020-07-26,-5.08
LUX,Luxembourg,2020-08-02,18.67
LUX,Luxembourg,2020-08-09,26.01
LUX,Luxembourg,2020-08-16,35.14
LUX,Luxembourg,2020-08-23,10.12
LUX,Luxembourg,2020-08-30,-19.74
LUX,Luxembourg,2020-09-06,13.16
LUX,Luxembourg,2020-09-13,-1.08
LUX,Luxembourg,2020-09-20,32.05
LUX,Luxembourg,2020-09-27,-8.42
LUX,Luxembourg,2020-10-04,7.51
LUX,Luxembourg,2020-10-11,-17.45
LUX,Luxembourg,2020-10-18,14.97
LUX,Luxembourg,2020-10-25,23.66
LUX,Luxembourg,2020-11-01,15.02
LUX,Luxembourg,2020-11-08,38.55
LUX,Luxembourg,2020-11-15,48.99
LUX,Luxembourg,2020-11-22,48.24
LUX,Luxembourg,2020-11-29,83.29
LUX,Luxembourg,2020-12-06,45.04
LUX,Luxembourg,2020-12-13,61.84
LUX,Luxembourg,2020-12-20,28.88
LUX,Luxembourg,2020-12-27,47.27
LUX,Luxembourg,2021-01-03,17.58
LVA,Latvia,2020-01-05,-6.37
LVA,Latvia,2020-01-12,-5.88
LVA,Latvia,2020-01-19,-16.61
LVA,Latvia,2020-01-26,-11.0
LVA,Latvia,2020-02-02,-10.17
LVA,Latvia,2020-02-09,-10.37
LVA,Latvia,2020-02-16,-10.7
LVA,Latvia,2020-02-23,-14.19
LVA,Latvia,2020-03-01,-17.51
LVA,Latvia,2020-03-08,-20.05
LVA,Latvia,2020-03-15,-8.69
LVA,Latvia,2020-03-22,-10.24
LVA,Latvia,2020-03-29,-11.58
LVA,Latvia,2020-04-05,-2.68
LVA,Latvia,2020-04-12,-1.98
LVA,Latvia,2020-04-19,-7.58
LVA,Latvia,2020-04-26,-0.62
LVA,Latvia,2020-05-03,1.25
LVA,Latvia,2020-05-10,-16.3
LVA,Latvia,2020-05-17,9.65
LVA,Latvia,2020-05-24,1.92
LVA,Latvia,2020-05-31,-5.7
LVA,Latvia,2020-06-07,-0.76
LVA,Latvia,2020-06-14,7.37
LVA,Latvia,2020-06-21,-2.87
LVA,Latvia,2020-06-28,11.49
LVA,Latvia,2020-07-05,3.43
LVA,Latvia,2020-07-12,-7.96
LVA,Latvia,2020-07-19,-1.62
LVA,Latvia,2020-07-26,-1.37
LVA,Latvia,2020-08-02,-2.22
LVA,Latvia,2020-08-09,4.02
LVA,Latvia,2020-08-16,5.31
LVA,Latvia,2020-08-23,5.56
LVA,Latvia,2020-08-30,-1.79
LVA,Latvia,2020-09-06,0.0
LVA,Latvia,2020-09-13,-4.77
LVA,Latvia,2020-09-20,-3.76
LVA,Latvia,2020-09-27,0.04
LVA,Latvia,2020-10-04,-0.97
LVA,Latvia,2020-10-11,-3.14
LVA,Latvia,2020-10-18,2.57
LVA,Latvia,2020-10-25,9.24
LVA,Latvia,2020-11-01,1.26
LVA,Latvia,2020-11-08,7.66
LVA,Latvia,2020-11-15,7.39
LVA,Latvia,2020-11-22,11.17
LVA,Latvia,2020-11-29,13.51
LVA,Latvia,2020-12-06,20.48
LVA,Latvia,2020-12-13,28.32
LVA,Latvia,2020-12-20,22.67
LVA,Latvia,2020-12-27,39.55
LVA,Latvia,2021-01-03,27.23
LVA,Latvia,2021-01-10,36.6
LVA,Latvia,2021-01-17,31.58
LVA,Latvia,2021-01-24,24.76
NLD,Netherlands,2020-01-05,-5.45
NLD,Netherlands,2020-01-12,0.34
NLD,Netherlands,2020-01-19,-4.01
NLD,Netherlands,2020-01-26,-8.71
NLD,Netherlands,2020-02-02,-4.45
NLD,Netherlands,2020-02-09,-2.94
NLD,Netherlands,2020-02-16,-4.05
NLD,Netherlands,2020-02-23,-12.69
NLD,Netherlands,2020-03-01,-6.4
NLD,Netherlands,2020-03-08,-6.99
NLD,Netherlands,2020-03-15,0.85
NLD,Netherlands,2020-03-22,17.83
NLD,Netherlands,2020-03-29,46.53
NLD,Netherlands,2020-04-05,74.62
NLD,Netherlands,2020-04-12,74.98
NLD,Netherlands,2020-04-19,52.09
NLD,Netherlands,2020-04-26,39.73
NLD,Netherlands,2020-05-03,23.72
NLD,Netherlands,2020-05-10,7.31
NLD,Netherlands,2020-05-17,1.92
NLD,Netherlands,2020-05-24,1.85
NLD,Netherlands,2020-05-31,0.63
NLD,Netherlands,2020-06-07,1.39
NLD,Netherlands,2020-06-14,2.33
NLD,Netherlands,2020-06-21,2.96
NLD,Netherlands,2020-06-28,-0.02
NLD,Netherlands,2020-07-05,-3.67
NLD,Netherlands,2020-07-12,-0.61
NLD,Netherlands,2020-07-19,-4.89
NLD,Netherlands,2020-07-26,-0.52
NLD,Netherlands,2020-08-02,2.65
NLD,Netherlands,2020-08-09,0.43
NLD,Netherlands,2020-08-16,24.73
NLD,Netherlands,2020-08-23,9.71
NLD,Netherlands,2020-08-30,4.99
NLD,Netherlands,2020-09-06,4.75
NLD,Netherlands,2020-09-13,3.63
NLD,Netherlands,2020-09-20,3.53
NLD,Netherlands,2020-09-27,7.29
NLD,Netherlands,2020-10-04,10.24
NLD,Netherlands,2020-10-11,7.32
NLD,Netherlands,2020-10-18,16.77
NLD,Netherlands,2020-10-25,23.13
NLD,Netherlands,2020-11-01,31.86
NLD,Netherlands,2020-11-08,26.2
NLD,Netherlands,2020-11-15,25.56
NLD,Netherlands,2020-11-22,14.66
NLD,Netherlands,2020-11-29,17.15
NLD,Netherlands,2020-12-06,18.74
NLD,Netherlands,2020-12-13,17.29
NLD,Netherlands,2020-12-20,27.24
NLD,Netherlands,2020-12-27,28.07
NLD,Netherlands,2021-01-03,35.51
NLD,Netherlands,2021-01-10,24.9
NLD,Netherlands,2021-01-17,14.3
NLD,Netherlands,2021-01-24,16.41
NLD,Netherlands,2021-01-31,10.23
NLD,Netherlands,2021-02-07,8.23
NOR,Norway,2020-01-05,-6.75
NOR,Norway,2020-01-12,3.75
NOR,Norway,2020-01-19,-7.85
NOR,Norway,2020-01-26,-2.58
NOR,Norway,2020-02-02,-8.96
NOR,Norway,2020-02-09,-7.41
NOR,Norway,2020-02-16,-1.9
NOR,Norway,2020-02-23,-6.18
NOR,Norway,2020-03-01,-4.49
NOR,Norway,2020-03-08,-7.99
NOR,Norway,2020-03-15,-0.27
NOR,Norway,2020-03-22,-0.98
NOR,Norway,2020-03-29,9.45
NOR,Norway,2020-04-05,4.08
NOR,Norway,2020-04-12,6.92
NOR,Norway,2020-04-19,6.42
NOR,Norway,2020-04-26,-0.64
NOR,Norway,2020-05-03,1.4
NOR,Norway,2020-05-10,0.62
NOR,Norway,2020-05-17,-5.47
NOR,Norway,2020-05-24,1.07
NOR,Norway,2020-05-31,-7.23
NOR,Norway,2020-06-07,-4.93
NOR,Norway,2020-06-14,0.89
NOR,Norway,2020-06-21,2.07
NOR,Norway,2020-06-28,-6.97
NOR,Norway,2020-07-05,-6.76
NOR,Norway,2020-07-12,-7.38
NOR,Norway,2020-07-19,4.12
NOR,Norway,2020-07-26,1.05
NOR,Norway,2020-08-02,7.44
NOR,Norway,2020-08-09,2.76
NOR,Norway,2020-08-16,3.5
NOR,Norway,2020-08-23,4.02
NOR,Norway,2020-08-30,-4.83
NOR,Norway,2020-09-06,-1.91
NOR,Norway,2020-09-13,10.81
NOR,Norway,2020-09-20,7.13
NOR,Norway,2020-09-27,0.22
